# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	3937	NECTIN1	219	1.000631e-3	1.000000e+0	8.579383e-2	4.057582e+0	1.971618e+0	8	2.411175e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_preGran_MesLHX9_Missing_Endo_Supp_Neuro_PV_Immune_Epi_Germ,ovary_CoelEpi_MesLHX9_Supp_preGran_Missing_MesGATA2_Epi_Neuro,ovary_MesGATA2_MesLHX9_CoelEpi_preGran_Supp_Missing_Endo_Neuro_Epi_PV_Germ,ovary_MesGATA2_Supp_CoelEpi_Missing_MesLHX9_Neuro_preGran_Epi_SMC,ovary_MesLHX9_preGran_Endo_MesGATA2_Missing_Supp_Neuro_Germ_CoelEpi_Epi_PV_Immune,ovary_MesLHX9_preGran_Supp_MesGATA2_PV_Missing_CoelEpi_Neuro_Endo_Immune,ovary_MesLHX9_preGran_Supp_Missing_MesGATA2_CoelEpi_PV_Endo_Neuro_Germ_Epi_Immune_SMC,ovary_Supp_CoelEpi_preGran_MesGATA2_MesLHX9_Missing_PV_Neuro_Epi	NECTIN1
Ensembl Genes	19013	RBBP7	220	1.006620e-3	1.000000e+0	8.591502e-2	9.315480e+0	4.293928e-1	4	5.251226e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_Endo_MesGATA2_Missing_Supp_preGran_PV_Epi,ovary_Supp_MesLHX9_MesGATA2_preGran_Missing_PV_CoelEpi_Neuro_Immune,ovary_Supp_preGran_Endo_MesGATA2_CoelEpi_Missing_PV_MesLHX9_Neuro_Epi_Immune,ovary_preGran_Missing_CoelEpi_MesGATA2_Supp_MesLHX9_PV_Endo_Neuro_Immune	RBBP7
Ensembl Genes	2339	CDH23	221	1.009340e-3	1.000000e+0	8.575736e-2	5.408328e+0	1.109400e+0	6	1.356732e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_preGran_Supp_Endo_CoelEpi_Missing_PV_Neuro_Epi,ovary_MesLHX9_MesGATA2_preGran_Supp_Missing_CoelEpi_Endo_Neuro_Epi_PV,ovary_preGran_MesLHX9_Missing_Supp_Endo_MesGATA2_CoelEpi_PV_Neuro_Epi_Germ_Immune,ovary_preGran_MesLHX9_Supp_PV_MesGATA2_Missing_CoelEpi_Neuro_Endo_Epi,ovary_preGran_Supp_CoelEpi_Missing_Endo_MesGATA2_MesLHX9_Neuro,ovary_preGran_Supp_MesLHX9_PV_MesGATA2_CoelEpi_Missing_Endo_Neuro_Epi_Immune	CDH23
Ensembl Genes	1822	TGFB2	222	1.009349e-3	1.000000e+0	8.537183e-2	3.663613e+0	2.456591e+0	9	3.004270e-4	1.100648e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_preGran_CoelEpi_Endo_Missing_PV_Neuro,ovary_MesLHX9_CoelEpi_MesGATA2_Endo_preGran_Supp_Missing_Epi_Neuro_PV,ovary_MesLHX9_Endo_MesGATA2_Supp_Epi_PV_preGran_Missing_CoelEpi_Neuro,ovary_Missing_MesLHX9_preGran_Supp_MesGATA2_Epi_CoelEpi_PV_Neuro_Germ_SMC,ovary_PV_CoelEpi_preGran_MesLHX9_Endo_Missing_Supp_MesGATA2_Neuro_Epi,ovary_PV_MesGATA2_MesLHX9_Supp_Endo_preGran_CoelEpi_Epi,ovary_Supp_MesGATA2_PV_Missing_MesLHX9_CoelEpi_preGran_Endo_Neuro_Epi,ovary_Supp_MesLHX9_MesGATA2_Missing_preGran_CoelEpi_PV_Neuro_Endo,ovary_preGran_MesLHX9_MesGATA2_Supp_CoelEpi_Epi_Missing_Endo_PV_Neuro	TGFB2
Ensembl Genes	2186	PARD3	223	1.019740e-3	1.000000e+0	8.586394e-2	3.141473e+0	3.501542e+0	11	4.282185e-4	1.345237e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_MesLHX9_MesGATA2_Supp_Endo_Missing_PV_Neuro_SMC,ovary_MesGATA2_MesLHX9_Endo_Supp_preGran_PV_Missing_CoelEpi_Neuro_Epi_Germ,ovary_MesGATA2_MesLHX9_Missing_preGran_PV_Supp_CoelEpi_Neuro_Epi_SMC_Germ,ovary_MesGATA2_preGran_MesLHX9_PV_CoelEpi_Missing_Supp_Neuro_Endo_Germ_Epi,ovary_MesGATA2_preGran_Supp_Endo_MesLHX9_CoelEpi_PV_Epi_Neuro_Immune_Missing,ovary_MesLHX9_Endo_Supp_PV_MesGATA2_preGran_CoelEpi_Missing_Neuro_Epi,ovary_MesLHX9_MesGATA2_Supp_Endo_PV_Missing_CoelEpi_preGran_Neuro_Epi,ovary_MesLHX9_Supp_MesGATA2_preGran_Missing_Endo_Neuro_PV_CoelEpi_Germ,ovary_MesLHX9_Supp_preGran_CoelEpi_MesGATA2_PV_Endo_Missing_Neuro_Epi_Immune,ovary_Missing_MesGATA2_CoelEpi_MesLHX9_Supp_preGran_PV_Endo_Neuro_Epi,ovary_preGran_Missing_CoelEpi_MesLHX9_MesGATA2_PV_Supp_Endo_Neuro	PARD3
Ensembl Genes	5036	NCOR2	224	1.028816e-3	1.000000e+0	8.624142e-2	3.653405e+0	2.463455e+0	9	3.012664e-4	1.100648e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Supp_preGran_MesLHX9_CoelEpi_Endo_PV_Missing_Neuro_Epi_SMC,ovary_MesLHX9_Endo_MesGATA2_Supp_CoelEpi_Missing_preGran_Neuro_PV_Epi_Immune,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Missing_Endo_PV_Neuro_Epi_Germ,ovary_MesLHX9_Supp_MesGATA2_Epi_Endo_CoelEpi_preGran_Neuro_PV_Immune_Missing,ovary_MesLHX9_preGran_MesGATA2_CoelEpi_Missing_PV_Endo_Neuro_Supp_Epi_Immune,ovary_MesLHX9_preGran_MesGATA2_PV_Supp_CoelEpi_Missing_Neuro_Endo_Epi_Immune,ovary_MesLHX9_preGran_MesGATA2_Supp_CoelEpi_Missing_Endo_PV_Neuro_Germ,ovary_Supp_MesGATA2_CoelEpi_MesLHX9_Missing_preGran_Neuro_Endo_Immune,ovary_Supp_preGran_MesLHX9_Missing_CoelEpi_MesGATA2_PV_Neuro_Immune_Epi_Endo	NCOR2
Ensembl Genes	8997	ENSG00000273734	225	1.041452e-3	1.000000e+0	8.691264e-2	4.314927e+1	4.635073e-2	2	5.668427e-6	2.445885e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Supp_MesLHX9_Missing_Endo_PV_CoelEpi_preGran_Epi_Neuro_Immune_Germ_SMC,ovary_Supp_Missing_preGran_MesLHX9_MesGATA2_CoelEpi_PV_Neuro_Immune_Epi_Endo_Germ	ENSG00000273734
Ensembl Genes	17925	MATN2	226	1.046746e-3	1.000000e+0	8.696792e-2	6.691192e+0	7.472510e-1	5	9.138449e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_PV_Missing_MesGATA2_Endo_preGran_Supp_Epi_CoelEpi,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Missing_Endo_PV_Neuro_SMC_Immune,ovary_MesLHX9_preGran_Endo_Supp_MesGATA2_Missing_CoelEpi_PV_Neuro_Epi,ovary_PV_MesGATA2_preGran_CoelEpi_MesLHX9_Missing_Supp_Neuro,ovary_preGran_CoelEpi_Supp_Endo_MesGATA2_MesLHX9_Missing_PV_Epi_Immune_Neuro	MATN2
Ensembl Genes	16597	MICALL2	227	1.064016e-3	1.000000e+0	8.801334e-2	6.666286e+0	7.500428e-1	5	9.172592e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Supp_MesGATA2_preGran_MesLHX9_CoelEpi_PV_Neuro_Missing_Epi_Immune,ovary_MesLHX9_CoelEpi_preGran_MesGATA2_Supp_Missing_Endo_Neuro_PV_Immune_Epi,ovary_MesLHX9_MesGATA2_Endo_preGran_Missing_Supp_CoelEpi_Neuro_PV_Epi,ovary_MesLHX9_PV_CoelEpi_MesGATA2_Supp_preGran_Missing_Neuro_SMC_Epi_Endo,ovary_MesLHX9_Supp_CoelEpi_MesGATA2_preGran_Endo_Missing_PV_Neuro_Immune_SMC_Germ_Epi	MICALL2
Ensembl Genes	8544	SEC14L1	228	1.064370e-3	1.000000e+0	8.765647e-2	5.351944e+0	1.121088e+0	6	1.371026e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesGATA2_preGran_Supp_MesLHX9_Missing_CoelEpi_PV_Neuro_Epi,ovary_MesGATA2_MesLHX9_Endo_Missing_CoelEpi_Epi_Supp_Germ_Neuro_preGran_PV,ovary_MesLHX9_Endo_Supp_MesGATA2_Missing_CoelEpi_preGran_PV_Epi_Neuro_SMC,ovary_MesLHX9_PV_CoelEpi_MesGATA2_preGran_Endo_Missing_Immune_Supp_Neuro_Epi_SMC,ovary_Supp_MesLHX9_preGran_CoelEpi_Missing_Endo_MesGATA2_Neuro_PV,ovary_preGran_MesLHX9_CoelEpi_PV_Supp_MesGATA2_Endo_Missing_Neuro	SEC14L1
Ensembl Genes	2751	UTF1	229	1.107789e-3	1.000000e+0	9.083386e-2	1.518923e+1	1.975083e-1	3	2.415413e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_Supp_preGran_MesLHX9_PV_Missing_Endo_Neuro_Epi,ovary_MesLHX9_Supp_preGran_Missing_MesGATA2_CoelEpi_Endo_PV_Neuro,ovary_PV_CoelEpi_MesGATA2_MesLHX9_preGran_Missing_Epi_Supp_Neuro_Endo	UTF1
Ensembl Genes	15147	H2AFY	230	1.122898e-3	1.000000e+0	9.167242e-2	5.295578e+0	1.133021e+0	6	1.385619e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_Supp_MesLHX9_Missing_MesGATA2_PV_preGran_Endo_Neuro_Epi_Immune,ovary_Endo_CoelEpi_MesLHX9_MesGATA2_Supp_preGran_PV_Missing_Neuro_Epi_SMC_Immune,ovary_MesLHX9_CoelEpi_Epi_MesGATA2_Supp_preGran_Missing_Neuro_PV_Germ_Immune_SMC,ovary_MesLHX9_preGran_CoelEpi_MesGATA2_PV_Supp_Missing_Neuro_Endo_Immune,ovary_Supp_MesLHX9_CoelEpi_MesGATA2_PV_preGran_Missing_Endo_Epi_Neuro,ovary_preGran_MesGATA2_PV_Supp_Endo_MesLHX9_Missing_CoelEpi_Neuro_Epi	H2AFY
Ensembl Genes	14498	TBC1D9	231	1.127980e-3	1.000000e+0	9.168866e-2	4.506557e+0	1.553292e+0	7	1.899587e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_CoelEpi_Missing_preGran_PV_Endo_Neuro_Epi_Immune,ovary_MesGATA2_MesLHX9_Supp_CoelEpi_preGran_Missing_Neuro_PV_Epi_SMC,ovary_MesGATA2_Supp_MesLHX9_Epi_Missing_CoelEpi_PV_preGran_Neuro_Endo_SMC,ovary_Supp_MesLHX9_preGran_Missing_MesGATA2_CoelEpi_PV_Neuro,ovary_preGran_Endo_Supp_MesLHX9_MesGATA2_Epi_Neuro_Missing_CoelEpi_PV_Immune,ovary_preGran_Missing_MesGATA2_MesLHX9_Supp_Endo_CoelEpi_PV_Epi_Neuro_Immune,ovary_preGran_Supp_CoelEpi_MesLHX9_PV_Missing_MesGATA2_Endo_Germ_Epi_Neuro	TBC1D9
Ensembl Genes	15930	IP6K3	232	1.128040e-3	1.000000e+0	9.129831e-2	1.509309e+1	1.987665e-1	3	2.430799e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_PV_Neuro_preGran_Supp_CoelEpi_Immune_Missing,ovary_MesLHX9_Missing_PV_Supp_MesGATA2_CoelEpi_preGran_Neuro_Epi_Immune_SMC_Germ,ovary_preGran_Supp_Endo_MesGATA2_MesLHX9_Missing_CoelEpi_PV_Neuro_Epi_Immune	IP6K3
Ensembl Genes	15974	RAB44	233	1.131895e-3	1.000000e+0	9.121713e-2	9.021384e+0	4.433910e-1	4	5.422416e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_Missing_preGran_Supp_CoelEpi_PV_Endo_Neuro_Immune_Epi_Germ,ovary_MesLHX9_MesGATA2_preGran_Endo_CoelEpi_Supp_PV_Missing_Neuro_Immune_Epi,ovary_preGran_CoelEpi_Missing_MesLHX9_MesGATA2_Supp_PV_Endo_Neuro_Germ_Immune_SMC,ovary_preGran_Supp_MesLHX9_Missing_Endo_MesGATA2_CoelEpi_PV_Neuro_SMC_Epi	RAB44
Ensembl Genes	16820	YKT6	234	1.156017e-3	1.000000e+0	9.276295e-2	8.969412e+0	4.459601e-1	4	5.453836e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_Endo_Supp_MesGATA2_preGran_Missing_Neuro_Epi_Germ_PV,ovary_MesLHX9_Supp_MesGATA2_preGran_Epi_PV_CoelEpi_Endo_Neuro_Missing_SMC,ovary_MesLHX9_preGran_MesGATA2_Missing_PV_Supp_Immune_Neuro_Endo_CoelEpi_Epi,ovary_preGran_MesLHX9_Supp_MesGATA2_CoelEpi_Endo_Missing_Neuro_PV_SMC_Epi	YKT6
Ensembl Genes	254	CAPZB	235	1.160116e-3	1.000000e+0	9.269574e-2	6.536008e+0	7.649930e-1	5	9.355423e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_PV_preGran_Supp_MesGATA2_Missing_CoelEpi_Endo_Neuro_Immune_Epi,ovary_MesLHX9_preGran_Supp_CoelEpi_MesGATA2_PV_Missing_Neuro_Endo_Epi,ovary_Missing_MesLHX9_PV_MesGATA2_Supp_CoelEpi_preGran_Neuro_Epi,ovary_Supp_MesGATA2_CoelEpi_preGran_MesLHX9_Missing_Endo_PV_Epi_Neuro_SMC,ovary_Supp_MesLHX9_preGran_MesGATA2_Missing_Endo_PV_CoelEpi_Epi_Neuro_Immune	CAPZB
Ensembl Genes	12458	RTN4R	236	1.231367e-3	1.000000e+0	9.797194e-2	8.815405e+0	4.537511e-1	4	5.549115e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_PV_CoelEpi_preGran_Missing_MesLHX9_Endo_Supp_Neuro_Immune_Germ_Epi,ovary_MesLHX9_MesGATA2_preGran_Missing_Supp_Neuro_PV_CoelEpi_Immune_Epi,ovary_MesLHX9_preGran_CoelEpi_Endo_Supp_PV_Missing_MesGATA2_Epi_Neuro_Immune,ovary_MesLHX9_preGran_CoelEpi_Supp_MesGATA2_Endo_Missing_Neuro_PV_SMC_Epi	RTN4R
Ensembl Genes	12702	APOBEC3H	237	1.231704e-3	1.000000e+0	9.758526e-2	1.463464e+1	2.049931e-1	3	2.506948e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_Supp_MesGATA2_Missing_PV_Endo_preGran_CoelEpi_Neuro_Immune_Germ_Epi,ovary_MesLHX9_Supp_Missing_MesGATA2_CoelEpi_preGran_Endo_Neuro_PV_Epi,ovary_preGran_MesGATA2_CoelEpi_MesLHX9_Supp_Missing_PV_Endo_Neuro_Immune_Epi	APOBEC3H
Ensembl Genes	7920	RASL10B	238	1.240997e-3	1.000000e+0	9.790841e-2	8.796572e+0	4.547226e-1	4	5.560995e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_preGran_CoelEpi_MesLHX9_Supp_PV_Epi_Neuro_Endo,ovary_MesLHX9_Supp_preGran_PV_MesGATA2_Endo_CoelEpi_Neuro_Missing_Epi_Immune,ovary_Supp_preGran_MesGATA2_MesLHX9_Missing_PV_Endo_CoelEpi_Neuro_Germ_Epi,ovary_preGran_MesGATA2_Missing_CoelEpi_MesLHX9_Supp_Endo_Neuro_Epi_PV	RASL10B
Ensembl Genes	5827	GPATCH2L	239	1.247259e-3	1.000000e+0	9.799072e-2	5.186384e+0	1.156875e+0	6	1.414792e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_CoelEpi_Endo_preGran_Missing_Epi_Immune_PV_Neuro_SMC,ovary_MesLHX9_MesGATA2_preGran_PV_Neuro_Supp_CoelEpi_Immune_Missing_SMC,ovary_MesLHX9_PV_CoelEpi_preGran_Supp_Missing_MesGATA2_Endo_Neuro_Epi,ovary_PV_MesLHX9_Supp_CoelEpi_Endo_preGran_Missing_MesGATA2_Neuro_Epi,ovary_PV_Supp_CoelEpi_MesGATA2_preGran_MesLHX9_Missing_Endo_Neuro_Epi,ovary_Supp_CoelEpi_preGran_MesGATA2_Missing_MesLHX9_Endo_PV_Neuro_Epi_SMC	GPATCH2L
Ensembl Genes	12640	PVALB	240	1.290092e-3	1.000000e+0	1.009336e-1	1.439846e+1	2.083556e-1	3	2.548069e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesLHX9_Missing_MesGATA2_preGran_Supp_PV_Neuro_Epi_SMC_Germ_Immune,ovary_Endo_MesLHX9_Supp_preGran_CoelEpi_MesGATA2_Epi_Missing_PV_Neuro_Immune_SMC_Germ,ovary_MesLHX9_preGran_MesGATA2_CoelEpi_Supp_Missing_PV_Neuro_Endo	PVALB
Ensembl Genes	10391	PXDN	241	1.297749e-3	1.000000e+0	1.011113e-1	3.530880e+0	2.548939e+0	9	3.117206e-4	1.100648e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Supp_MesGATA2_Missing_MesLHX9_PV_preGran_CoelEpi_Neuro_Epi,ovary_MesGATA2_MesLHX9_Supp_CoelEpi_preGran_Missing_PV_Endo_Neuro_Epi_SMC_Immune,ovary_MesLHX9_Missing_preGran_Supp_Endo_CoelEpi_MesGATA2_Neuro_SMC_Epi,ovary_MesLHX9_Supp_MesGATA2_preGran_Endo_CoelEpi_Missing_Epi_Neuro_SMC,ovary_PV_preGran_Endo_CoelEpi_MesLHX9_MesGATA2_Supp_Missing_Neuro_Epi,ovary_Supp_CoelEpi_MesLHX9_PV_Missing_MesGATA2_preGran_Endo_Neuro_Germ_Epi,ovary_preGran_Missing_Supp_CoelEpi_MesGATA2_MesLHX9_Endo_Neuro_PV_Epi_Immune_Germ_SMC,ovary_preGran_Missing_Supp_MesGATA2_MesLHX9_CoelEpi_Endo_PV_Neuro_Epi,ovary_preGran_Supp_MesLHX9_MesGATA2_Missing_Endo_CoelEpi_Neuro_Epi_PV	PXDN
Ensembl Genes	17628	NKX2-6	242	1.311982e-3	1.000000e+0	1.017979e-1	8.663150e+0	4.617258e-1	4	5.646641e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesLHX9_Supp_CoelEpi_MesGATA2_preGran_PV_Missing_Neuro_Epi_SMC,ovary_Endo_PV_CoelEpi_MesGATA2_Missing_MesLHX9_Supp_preGran_Immune_Neuro_Epi,ovary_MesGATA2_Supp_MesLHX9_preGran_Missing_Neuro_CoelEpi_PV_Endo_Epi,ovary_MesLHX9_Supp_MesGATA2_preGran_Endo_CoelEpi_Missing_PV_Epi_Neuro	NKX2-6
Ensembl Genes	12063	BCAS1	243	1.324824e-3	1.000000e+0	1.023713e-1	4.380207e+0	1.598098e+0	7	1.954382e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_PV_Missing_MesLHX9_Supp_CoelEpi_preGran_Endo_Neuro_Immune_Epi_Germ,ovary_MesLHX9_MesGATA2_Supp_Missing_CoelEpi_Endo_preGran_Neuro_Epi_PV_Immune,ovary_MesLHX9_PV_MesGATA2_Supp_preGran_Missing_Epi_CoelEpi,ovary_MesLHX9_PV_Missing_MesGATA2_CoelEpi_Supp_preGran_Endo_Neuro,ovary_Missing_MesLHX9_CoelEpi_Supp_preGran_PV_MesGATA2_Endo_Neuro_Epi,ovary_PV_MesLHX9_MesGATA2_Missing_CoelEpi_preGran_Supp_Endo_Immune_Epi_Neuro,ovary_preGran_CoelEpi_Missing_MesLHX9_MesGATA2_Supp_Endo_Neuro_Immune_Epi	BCAS1
Ensembl Genes	747	L1TD1	244	1.335316e-3	1.000000e+0	1.027591e-1	4.374082e+0	1.600336e+0	7	1.957119e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_MesGATA2_preGran_Missing_Supp_Neuro_Epi_PV_Endo,ovary_MesLHX9_Endo_MesGATA2_CoelEpi_Missing_Supp_PV_preGran_Neuro_SMC_Epi,ovary_MesLHX9_Supp_CoelEpi_Missing_preGran_MesGATA2_Epi_Neuro,ovary_MesLHX9_Supp_preGran_MesGATA2_CoelEpi_Missing_Endo_Neuro_PV_Immune_SMC_Epi,ovary_MesLHX9_preGran_Supp_MesGATA2_PV_Endo_Missing_CoelEpi_Epi_Neuro_Germ,ovary_PV_preGran_CoelEpi_MesGATA2_Missing_MesLHX9_Supp_Endo_Epi_Neuro_Immune,ovary_Supp_Missing_MesGATA2_MesLHX9_Endo_CoelEpi_preGran_PV_Neuro_Epi_Immune	L1TD1
Ensembl Genes	6462	IREB2	245	1.337610e-3	1.000000e+0	1.025155e-1	8.617175e+0	4.641892e-1	4	5.676767e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesLHX9_MesGATA2_CoelEpi_Supp_preGran_Missing_PV_Neuro_Epi,ovary_MesGATA2_MesLHX9_Supp_preGran_PV_Missing_Endo_Neuro_SMC_Epi_CoelEpi,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_Endo_Missing_preGran_Neuro_PV,ovary_PV_MesGATA2_Supp_MesLHX9_Missing_preGran_Endo_Epi_Neuro_CoelEpi_SMC	IREB2
Ensembl Genes	11734	PLCB1	246	1.341013e-3	1.000000e+0	1.023585e-1	3.244080e+0	3.082538e+0	10	3.769766e-4	1.222942e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Endo_MesLHX9_PV_Neuro_Supp_Missing_Epi_CoelEpi_preGran_SMC_Immune,ovary_MesGATA2_MesLHX9_CoelEpi_PV_Missing_Endo_Supp_preGran_Neuro_SMC_Epi,ovary_MesLHX9_CoelEpi_Supp_Endo_MesGATA2_preGran_PV_Missing_Neuro_Epi_Immune,ovary_MesLHX9_MesGATA2_CoelEpi_preGran_Missing_Supp_PV_Endo_Neuro,ovary_MesLHX9_Missing_Endo_Supp_preGran_MesGATA2_CoelEpi_PV_Neuro,ovary_MesLHX9_Missing_MesGATA2_CoelEpi_Supp_preGran_Endo_PV_Neuro_Epi,ovary_MesLHX9_preGran_Supp_CoelEpi_PV_MesGATA2_Missing_Epi_Neuro_Endo_SMC,ovary_Supp_MesGATA2_MesLHX9_Missing_preGran_CoelEpi_SMC_Immune_Neuro_Germ_Epi_PV,ovary_preGran_MesGATA2_Supp_MesLHX9_PV_CoelEpi_Missing_Neuro_Epi_Endo_Immune_SMC,ovary_preGran_MesLHX9_CoelEpi_PV_Supp_MesGATA2_Endo_Missing_Neuro_Germ_Epi	PLCB1
Ensembl Genes	19431	MORF4L2	247	1.343793e-3	1.000000e+0	1.021555e-1	1.419349e+1	2.113645e-1	3	2.584867e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_Supp_CoelEpi_preGran_Endo_MesGATA2_Missing_PV_Neuro_Epi,ovary_MesLHX9_Supp_CoelEpi_preGran_Missing_PV_MesGATA2_Neuro_Epi_Immune_Endo,ovary_Supp_MesLHX9_preGran_MesGATA2_CoelEpi_Missing_Endo_Neuro_Epi_PV_Immune	MORF4L2
Ensembl Genes	7445	DPEP1	248	1.348881e-3	1.000000e+0	1.021288e-1	1.417463e+1	2.116457e-1	3	2.588305e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_preGran_CoelEpi_MesGATA2_MesLHX9_Endo_Supp_Missing_Neuro_Immune_PV_Epi,ovary_preGran_PV_Supp_CoelEpi_MesLHX9_Endo_MesGATA2_Missing_Neuro_Immune_Epi,ovary_preGran_Supp_MesGATA2_MesLHX9_CoelEpi_PV_Missing_Endo_Epi_Neuro_Immune_Germ	DPEP1
